ja;n;jp;s;sc;madm;mev;mabs;nro;nmate;lm;nlm;h;sp
B;B10779665;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Regele Mihai I;184;7.48;7.12;8.93;6.95;7.30;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Umanist/Liceal/Zi;<b>(135) Filologie</b><br/>Limba română
B;B10715610;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 309;244;7.15;6.72;8.90;7.20;6.25;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(267) Filologie</b><br/>Limba română/Limba engleză
B;B10917224;MUNICIPIUL BUCURESTI;Colegiul German Goethe;103;9.77;9.73;9.93;9.30;10.00;Limba germană;sept.90;<b>Colegiul Naţional Gheorghe Lazăr</b><br/>Real/Liceal/Zi;<b>(321) Ştiinţe ale Naturii</b><br/>Limba română
B;TR8267930;TELEORMAN;ȘCOALA GIMNAZIALĂ CRÂNGENI;139;8.95;8.70;9.98;9.40;8.00;-;-;<b>Liceul Teologic Adventist Ştefan Demetrescu</b><br/>Real/Liceal/Zi;<b>(309) Matematică-Informatică</b><br/>Limba română
B;B10985396;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 194;238;9.36;9.22;9.96;9.05;9.40;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Real/Liceal/Zi;<b>(300) Matematică-Informatică</b><br/>Limba română
B;B10737078;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 40;294;6.02;5.37;8.63;6.25;4.50;-;-;<b>Colegiul Tehnic Media</b><br/>Tehnic/Liceal/Zi;<b>(161) Producţie media</b><br/>Limba română
B;B10772952;MUNICIPIUL BUCURESTI;Școala Gimnazială Mexic;263;4.82;4.12;7.66;5.25;3.00;-;-;<b>Liceul Tehnologic Theodor Pallady</b><br/>Tehnic/Liceal/Zi;<b>(292) Electric</b><br/>Limba română
B;B10535943;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Adrian Păunescu;158;5.82;5.25;8.11;5.50;5.00;-;-;<b>Colegiul Tehnic Gheorghe Asachi</b><br/>Tehnic/Liceal/Zi;<b>(396) Producţie media</b><br/>Limba română
B;GR9394290;GIURGIU;COLEGIUL NAȚIONAL ION MAIORESCU GIURGIU;101;9.87;9.85;9.99;9.70;10.00;-;-;<b>Colegiul Naţional Sfântul Sava</b><br/>Real/Liceal/Zi;<b>(102) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B10717638;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 27;287;6.33;5.67;8.97;7.20;4.15;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Real/Liceal/Zi;<b>(223) Ştiinţe ale Naturii</b><br/>Limba română
B;B9995603;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 190;236;9.11;8.97;9.71;8.75;9.20;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B10717754;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;6.29;5.60;9.05;6.95;4.25;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(351) Economic</b><br/>Limba română
B;B10344583;MUNICIPIUL BUCURESTI;Colegiul Naţional Grigore Moisil;106;9.85;9.82;9.97;9.80;9.85;-;-;<b>Colegiul Naţional Sfântul Sava</b><br/>Real/Liceal/Zi;<b>(102) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B587051;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 51;299;9.68;9.60;10.00;9.75;9.45;-;-;<b>Colegiul Național ”Spiru Haret”</b><br/>Real/Liceal/Zi;<b>(192) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B8442929;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 103;200;7.69;7.27;9.37;7.85;6.70;-;-;<b>Liceul Tehnologic Mircea Vulcănescu</b><br/>Servicii/Liceal/Zi;<b>(319) Turism şi alimentaţie</b><br/>Limba română
B;B10994007;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 117;204;7.67;7.35;8.98;7.65;7.05;-;-;<b>Liceul cu Program Sportiv Mircea Eliade</b><br/>Real/Liceal/Zi;<b>(392) Ştiinţe ale Naturii</b><br/>Limba română
B;B10787748;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 66;304;8.88;8.67;9.74;9.15;8.20;-;-;<b>Colegiul Naţional Mihai Eminescu</b><br/>Umanist/Liceal/Zi;<b>(295) Filologie</b><br/>Limba română
B;B10078300;MUNICIPIUL BUCURESTI;Școala Gimnazială Liviu Rebreanu;261;7.85;7.50;9.27;8.55;6.45;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Umanist/Liceal/Zi;<b>(209) Ştiinţe Sociale</b><br/>Limba română
B;IF10422071;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;7.69;7.30;9.28;7.30;7.30;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(243) Turism şi alimentaţie</b><br/>Limba română
B;B10694502;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 169;229;8.46;8.12;9.82;8.20;8.05;-;-;<b>Liceul Teoretic ”C.A. Rosetti”</b><br/>Real/Liceal/Zi;<b>(219) Ştiinţe ale Naturii</b><br/>Limba română
B;B11075773;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 96;251;8.51;8.37;9.10;8.35;8.40;-;-;<b>Liceul Teoretic Dante Alighieri</b><br/>Real/Liceal/Zi;<b>(256) Ştiinţe ale Naturii</b><br/>Limba română
B;B10811637;MUNICIPIUL BUCURESTI;Liceul Teoretic Eugen Lovinescu;134;8.17;7.75;9.85;8.70;6.80;-;-;<b>Liceul Teoretic Eugen Lovinescu</b><br/>Umanist/Liceal/Zi;<b>(370) Filologie</b><br/>Limba română/Limba portugheză
B;B10879625;MUNICIPIUL BUCURESTI;Colegiul Naţional I.L.Caragiale;107;9.40;9.35;9.61;9.55;9.15;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Umanist/Liceal/Zi;<b>(113) Filologie</b><br/>Limba română/Limba engleză
B;B10589415;MUNICIPIUL BUCURESTI;Şcoala Gimnazială I. Heliade Rădulescu;171;9.37;9.22;9.97;9.55;8.90;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Umanist/Liceal/Zi;<b>(114) Ştiinţe Sociale</b><br/>Limba română
B;B11019469;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 99;319;9.27;9.12;9.89;9.35;8.90;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B10763325;MUNICIPIUL BUCURESTI;Școala Gimnazială Mexic;263;5.34;4.90;7.10;5.80;4.00;-;-;<b>Colegiul Tehnic Anghel Saligny</b><br/>Servicii/Liceal/Zi;<b>(280) Economic</b><br/>Limba română
B;B10763136;MUNICIPIUL BUCURESTI;Școala Gimnazială Mexic;263;7.04;6.45;9.43;7.40;5.50;-;-;<b>Liceul Teoretic Benjamin Franklin</b><br/>Real/Liceal/Zi;<b>(260) Matematică-Informatică</b><br/>Limba română
B;B10654144;MUNICIPIUL BUCURESTI;Liceul Teoretic Alexandru Vlahuţă;130;9.14;8.95;9.91;9.00;8.90;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Umanist/Liceal/Zi;<b>(299) Filologie</b><br/>Limba română
B;B8750983;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ghelmez;180;7.75;7.55;8.56;6.75;8.35;-;-;<b>Colegiul Național ”Victor Babeș”</b><br/>Umanist/Liceal/Zi;<b>(209) Ştiinţe Sociale</b><br/>Limba română
B;B10783551;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 153;222;6.37;5.82;8.57;7.60;4.05;-;-;<b>Colegiul Tehnic Carol I</b><br/>Real/Liceal/Zi;<b>(397) Ştiinţe ale Naturii</b><br/>Limba română
B;B10728953;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Mircea Sântimbreanu;176;8.77;8.55;9.65;8.20;8.90;-;-;<b>Colegiul Naţional Elena Cuza</b><br/>Umanist/Liceal/Zi;<b>(355) Filologie</b><br/>Limba română
B;B8814990;MUNICIPIUL BUCURESTI;Liceul Teoretic Dimitrie Bolintineanu;133;8.39;8.12;9.50;8.20;8.05;-;-;<b>Liceul Teoretic Dimitrie Bolintineanu</b><br/>Real/Liceal/Zi;<b>(328) Ştiinţe ale Naturii</b><br/>Limba română
B;B10995437;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sf. Nicolae;186;6.39;5.70;9.19;6.05;5.35;-;-;<b>Colegiul Tehnic Iuliu Maniu</b><br/>Real/Liceal/Zi;<b>(387) Ştiinţe ale Naturii</b><br/>Limba română
B;IF10329388;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;9.51;9.42;9.91;9.45;9.40;-;-;<b>Colegiul Național ”Iulia Hașdeu”</b><br/>Real/Liceal/Zi;<b>(186) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B10896884;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 188;235;9.33;9.17;9.99;8.70;9.65;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Real/Liceal/Zi;<b>(297) Matematică-Informatică</b><br/>Limba română
B;B10918549;MUNICIPIUL BUCURESTI;Colegiul German Goethe;103;8.51;8.45;8.79;8.30;8.60;Limba germană;aug.45;<b>Colegiul German Goethe</b><br/>Umanist/Liceal/Zi;<b>(122) Filologie</b><br/>Limba germană
B;B11092464;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 131;213;5.92;5.47;7.76;6.45;4.50;-;-;<b>Colegiul Tehnic Petru Maior</b><br/>Tehnic/Liceal/Zi;<b>(382) Electric</b><br/>Limba română
B;B10878449;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;9.25;9.15;9.65;9.00;9.30;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B11158828;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Herăstrău;169;9.41;9.27;9.99;8.70;9.85;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B11028062;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ghelmez;180;8.93;8.72;9.80;9.05;8.40;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Umanist/Liceal/Zi;<b>(253) Ştiinţe Sociale</b><br/>Limba română
B;B10796499;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 56;302;9.12;8.97;9.72;8.90;9.05;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Umanist/Liceal/Zi;<b>(110) Filologie</b><br/>Limba română
B;B10722398;MUNICIPIUL BUCURESTI;Școala Gimnazială Leonardo Da Vinci;260;5.09;4.35;8.06;5.20;3.50;-;-;<b>Colegiul Tehnologic Viaceslav Harnaj</b><br/>Resurse naturale și protecția mediului/Liceal/Zi;<b>(178) Agricultură</b><br/>Limba română
B;B10708929;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 309;244;7.21;6.62;9.61;9.00;4.25;-;-;<b>Liceul Teoretic Dimitrie Bolintineanu</b><br/>Real/Liceal/Zi;<b>(328) Ştiinţe ale Naturii</b><br/>Limba română
B;B10278397;MUNICIPIUL BUCURESTI;Școala Gimnazială Avram Iancu;255;9.34;9.20;9.93;8.85;9.55;-;-;<b>Colegiul Național Matei Basarab</b><br/>Umanist/Liceal/Zi;<b>(250) Ştiinţe Sociale</b><br/>Limba română
B;B10898863;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ispirescu;181;9.02;8.85;9.72;8.65;9.05;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B11109617;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Pia Brătianu;182;9.33;9.22;9.79;8.95;9.50;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10738087;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 40;294;9.26;9.10;9.91;9.40;8.80;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Umanist/Liceal/Zi;<b>(113) Filologie</b><br/>Limba română/Limba engleză
B;B9394352;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 150;221;9.51;9.42;9.91;9.30;9.55;-;-;<b>Colegiul Naţional Sfântul Sava</b><br/>Umanist/Liceal/Zi;<b>(104) Filologie</b><br/>Limba română
B;B10994061;MUNICIPIUL BUCURESTI;Școala Gimnazială Planeta Copiilor;266;8.66;8.40;9.73;8.30;8.50;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Umanist/Liceal/Zi;<b>(147) Filologie</b><br/>Limba română
B;B10913626;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Geo Bogza;165;5.61;5.12;7.57;5.75;4.50;-;-;<b>Colegiul Tehnic Mecanic Griviţa</b><br/>Tehnic/Liceal/Zi;<b>(163) Mecanică</b><br/>Limba română
B;B9936859;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 190;236;9.30;9.17;9.86;9.05;9.30;-;-;<b>Colegiul Național Matei Basarab</b><br/>Umanist/Liceal/Zi;<b>(249) Filologie</b><br/>Limba română
B;B10766934;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 56;302;8.34;8.05;9.53;7.85;8.25;-;-;<b>Liceul Teoretic Dante Alighieri</b><br/>Umanist/Liceal/Zi;<b>(258) Filologie</b><br/>Limba română
B;B9172785;MUNICIPIUL BUCURESTI;Liceul Teoretic Jean Monnet;137;7.72;7.40;9.01;6.90;7.90;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Umanist/Liceal/Zi;<b>(224) Filologie</b><br/>Limba română
B;B11005252;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 129;211;9.32;9.20;9.84;9.05;9.35;-;-;<b>Colegiul Naţional Gheorghe Şincai</b><br/>Real/Liceal/Zi;<b>(297) Matematică-Informatică</b><br/>Limba română
B;B10758400;MUNICIPIUL BUCURESTI;Colegiul Naţional Grigore Moisil;106;9.99;10.00;9.99;10.00;10.00;-;-;<b>Colegiul Naţional Grigore Moisil</b><br/>Real/Liceal/Zi;<b>(356) Matematică-Informatică</b><br/>Limba română
B;B10798169;MUNICIPIUL BUCURESTI;Liceul Greco-Catolic Timotei Cipariu;125;6.89;6.50;8.47;7.60;5.40;-;-;<b>Colegiul Tehnic Mecanic Griviţa</b><br/>Umanist/Liceal/Zi;<b>(162) Filologie</b><br/>Limba română
B;B10778417;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Pia Brătianu;182;9.40;9.30;9.82;9.15;9.45;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(105) Matematică-Informatică</b><br/>Limba română
B;B10536171;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 197;239;9.84;9.80;10.00;9.75;9.85;-;-;<b>Colegiul Naţional Gheorghe Lazăr</b><br/>Real/Liceal/Zi;<b>(320) Matematică-Informatică</b><br/>Limba română
B;B10787572;MUNICIPIUL BUCURESTI;Școala Gimnazială Nicolae Labiș;265;5.89;5.07;9.19;6.90;3.25;-;-;<b>Liceul Teoretic ”Traian”</b><br/>Real/Liceal/Zi;<b>(223) Ştiinţe ale Naturii</b><br/>Limba română
B;IF8013759;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA;141;5.77;5.35;7.45;5.70;5.00;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(350) Turism şi alimentaţie</b><br/>Limba română
B;B11068069;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sf. Nicolae;186;9.02;8.85;9.74;8.90;8.80;-;-;<b>Colegiul Național ”Iulia Hașdeu”</b><br/>Umanist/Liceal/Zi;<b>(188) Filologie</b><br/>Limba română
B;B11057099;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 142;218;7.20;6.77;8.96;7.85;5.70;-;-;<b>Liceul Teoretic Dimitrie Bolintineanu</b><br/>Umanist/Liceal/Zi;<b>(329) Filologie</b><br/>Limba română
B;B10743938;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 195;282;9.63;9.55;9.97;9.60;9.50;-;-;<b>Liceul Teoretic Alexandru Ioan Cuza</b><br/>Real/Liceal/Zi;<b>(251) Matematică-Informatică</b><br/>Limba română
B;B9661027;MUNICIPIUL BUCURESTI;Colegiul Naţional Gheorghe Lazăr;105;9.97;9.97;10.00;9.95;10.00;-;-;<b>Colegiul Naţional Gheorghe Lazăr</b><br/>Real/Liceal/Zi;<b>(321) Ştiinţe ale Naturii</b><br/>Limba română
B;B10799884;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Sfânta Treime;189;4.59;3.82;7.70;3.95;3.70;-;-;<b>Colegiul Tehnic Iuliu Maniu</b><br/>Servicii/Liceal/Zi;<b>(391) Turism şi alimentaţie</b><br/>Limba română
B;IF10316753;ILFOV;ȘCOALA GIMNAZIALĂ ”ANTON PANN” VOLUNTARI;177;8.89;8.70;9.68;8.30;9.10;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(269) Comerţ</b><br/>Limba română
B;B10589498;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 178;230;8.46;8.17;9.64;8.65;7.70;-;-;<b>Colegiul Economic V. Madgearu</b><br/>Servicii/Liceal/Zi;<b>(156) Economic</b><br/>Limba română
B;B11067292;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 190;236;6.94;6.40;9.11;6.45;6.35;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(268) Ştiinţe Sociale</b><br/>Limba română
B;B10691934;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 54;300;8.08;7.67;9.74;7.85;7.50;-;-;<b>Colegiul Economic ”A.D.Xenopol”</b><br/>Servicii/Liceal/Zi;<b>(242) Economic</b><br/>Limba română
B;B10915374;MUNICIPIUL BUCURESTI;Colegiul German Goethe;103;9.10;8.95;9.73;8.75;9.05;Limba germană;09.mai;<b>Colegiul German Goethe</b><br/>Umanist/Liceal/Zi;<b>(123) Teor.uman.spec.germană</b><br/>Limba germană
B;B10720489;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 190;236;7.55;7.10;9.36;7.40;6.80;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Real/Liceal/Zi;<b>(305) Matematică-Informatică</b><br/>Limba română
B;IF8907831;ILFOV;LICEUL TEORETIC RADU POPESCU POPEȘTI LEORDENI;110;8.72;8.42;9.96;7.75;9.10;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Real/Liceal/Zi;<b>(164) Matematică-Informatică</b><br/>Limba română
B;B8059359;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Geo Bogza;165;7.74;7.57;8.44;8.25;6.90;-;-;<b>Liceul Teoretic C-tin Brâncoveanu</b><br/>Real/Liceal/Zi;<b>(134) Ştiinţe ale Naturii</b><br/>Limba română
B;B11024538;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 129;211;7.43;6.97;9.30;7.20;6.75;-;-;<b>Liceul Teoretic Decebal</b><br/>Umanist/Liceal/Zi;<b>(267) Filologie</b><br/>Limba română/Limba engleză
B;B10663045;MUNICIPIUL BUCURESTI;Liceul Teoretic Bilingv Miguel de Cervantes;143;7.78;7.55;8.74;8.00;7.10;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Umanist/Liceal/Zi;<b>(148) Filologie</b><br/>Limba română/Limba spaniolă
B;B10611435;MUNICIPIUL BUCURESTI;Liceul Teoretic Ion Barbu;136;8.01;7.62;9.59;7.00;8.25;-;-;<b>Liceul Teoretic Ștefan Odobleja</b><br/>Real/Liceal/Zi;<b>(331) Matematică-Informatică</b><br/>Limba română
B;B10993201;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 46;296;7.99;7.65;9.37;8.80;6.50;-;-;<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Umanist/Liceal/Zi;<b>(217) Ştiinţe Sociale</b><br/>Limba română
B;B10852411;MUNICIPIUL BUCURESTI;Colegiul Naţional Mihai Eminescu;109;9.50;9.40;9.93;9.15;9.65;-;-;<b>Colegiul Național ”Mihai Viteazul”</b><br/>Real/Liceal/Zi;<b>(180) Matematică-Informatică</b><br/>Limba română
B;B12596198;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;8.95;8.77;9.70;8.35;9.20;-;-;<b>Colegiul Național Școala Centrală”</b><br/>Real/Liceal/Zi;<b>(200) Matematică-Informatică</b><br/>Limba română
B;B10854614;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ghelmez;180;6.12;5.77;7.52;5.55;6.00;-;-;<b>Colegiul Tehnic ”Dimitrie Leonida”</b><br/>Real/Liceal/Zi;<b>(228) Ştiinţe ale Naturii</b><br/>Limba română
B;IF8305136;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 CIOROGÂRLA;141;7.81;7.35;9.66;8.70;6.00;-;-;<b>Colegiul Economic Costin C. Kiriţescu</b><br/>Servicii/Liceal/Zi;<b>(400) Economic</b><br/>Limba română
B;B10766968;MUNICIPIUL BUCURESTI;Școala Gimnazială ”Sf. Silvestru”;328;7.80;7.50;9.04;6.80;8.20;-;-;<b>Liceul Teoretic ”Mihail Sadoveanu”</b><br/>Real/Liceal/Zi;<b>(215) Matematică-Informatică</b><br/>Limba română
B;B10754080;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 80;310;8.96;8.77;9.72;9.35;8.20;-;-;<b>Liceul Teoretic Bilingv Miguel de Cervantes</b><br/>Umanist/Liceal/Zi;<b>(147) Filologie</b><br/>Limba română
B;B11006624;MUNICIPIUL BUCURESTI;Liceul Teoretic Nicolae Iorga;141;9.22;9.07;9.86;9.20;8.95;-;-;<b>Liceul Teoretic Nicolae Iorga</b><br/>Real/Liceal/Zi;<b>(137) Matematică-Informatică</b><br/>Limba română
B;GR9563955;GIURGIU;ȘCOALA GIMNAZIALĂ NR.1 COLIBAȘI;121;8.73;8.52;9.61;7.95;9.10;-;-;<b>Colegiul Naţional Octav Onicescu</b><br/>Real/Liceal/Zi;<b>(305) Matematică-Informatică</b><br/>Limba română
B;B10778102;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 97;318;9.90;9.90;9.94;9.80;10.00;-;-;<b>Colegiul Național Bilingv ”George Coșbuc”</b><br/>Real/Liceal/Zi;<b>(197) Ştiinţe ale Naturii</b><br/>Limba română/Limba engleză
B;B11017492;MUNICIPIUL BUCURESTI;Şcoala Gimnazială General Eremia Grigorescu;164;7.56;7.12;9.34;7.95;6.30;-;-;<b>Colegiul Tehnic Energetic</b><br/>Umanist/Liceal/Zi;<b>(336) Filologie</b><br/>Limba română
B;IF9949186;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 BRAGADIRU;137;6.50;6.22;7.64;6.45;6.00;-;-;<b>Colegiul Economic Viilor</b><br/>Servicii/Liceal/Zi;<b>(352) Comerţ</b><br/>Limba română
B;B10896896;MUNICIPIUL BUCURESTI;Școala Gimnazială Ionel Teodoreanu;259;8.59;8.27;9.87;8.10;8.45;-;-;<b>Liceul Teoretic George Călinescu</b><br/>Real/Liceal/Zi;<b>(164) Matematică-Informatică</b><br/>Limba română
B;IF11067621;ILFOV;ȘCOALA GIMNAZIALĂ IOAN BĂDESCU POPEȘTI LEORDENI;129;5.63;5.07;7.88;6.05;4.10;-;-;<b>Liceul Teoretic Bulgar Hristo Botev</b><br/>Umanist/Liceal/Zi;<b>(152) Filologie</b><br/>Limba română/Limba bulgară
B;B10719856;MUNICIPIUL BUCURESTI;Școala Gimnazială „Sfântul Calinic de la Cernica”;332;7.68;7.35;9.00;7.65;7.05;-;-;<b>Colegiul Tehnic Petru Maior</b><br/>Real/Liceal/Zi;<b>(378) Matematică-Informatică</b><br/>Limba română
B;IF9637495;ILFOV;ȘCOALA GIMNAZIALĂ NR. 1 GRĂDIŞTEA;149;7.98;7.50;9.90;8.50;6.50;-;-;<b>Liceul Dimitrie Paciurea</b><br/>Umanist/Liceal/Zi;<b>(179) Filologie</b><br/>Limba română
B;B10918567;MUNICIPIUL BUCURESTI;Colegiul German Goethe;103;9.67;9.60;9.96;8.80;10.00;Limba germană;10.00;<b>Colegiul German Goethe</b><br/>Real/Liceal/Zi;<b>(120) Teor.real spec.germană</b><br/>Limba germană
B;B11145883;MUNICIPIUL BUCURESTI;Liceul Internațional Ioanid;126;9.68;9.62;9.92;9.25;10.00;-;-;<b>Colegiul Naţional I.L.Caragiale</b><br/>Real/Liceal/Zi;<b>(108) Matematică-Informatică</b><br/>Limba română/Limba engleză
B;B11005857;MUNICIPIUL BUCURESTI;Liceul Teoretic Nicolae Iorga;141;9.71;9.67;9.87;9.40;9.95;-;-;<b>Colegiul Naţional Sfântul Sava</b><br/>Real/Liceal/Zi;<b>(101) Matematică-Informatică</b><br/>Limba română
B;B10973034;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 84;250;9.11;9.02;9.50;8.40;9.65;-;-;<b>Colegiul Național Matei Basarab</b><br/>Umanist/Liceal/Zi;<b>(249) Filologie</b><br/>Limba română
B;B13698206;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Petre Ghelmez;180;9.03;8.85;9.76;9.05;8.65;-;-;<b>Colegiul Național ”Iulia Hașdeu”</b><br/>Umanist/Liceal/Zi;<b>(188) Filologie</b><br/>Limba română
B;B10774395;MUNICIPIUL BUCURESTI;Şcoala Gimnazială Pia Brătianu;182;9.16;8.97;9.94;8.15;9.80;-;-;<b>Colegiul Naţional Ion Creangă</b><br/>Real/Liceal/Zi;<b>(300) Matematică-Informatică</b><br/>Limba română
B;B10864309;MUNICIPIUL BUCURESTI;Colegiul Naţional Mihai Eminescu;109;7.94;7.55;9.50;7.75;7.35;-;-;<b>Școala Superioară Comercială Nicolae Kretzulescu</b><br/>Servicii/Liceal/Zi;<b>(270) Economic</b><br/>Limba română
B;B11106270;MUNICIPIUL BUCURESTI;Școala Gimnazială nr. 79;309;8.06;7.72;9.43;8.90;6.55;-;-;<b>Liceul Teoretic Alexandru Vlahuţă</b><br/>Umanist/Liceal/Zi;<b>(143) Filologie</b><br/>Limba română/Limba germană
B;B9551874;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 128;210;9.79;9.75;9.97;9.75;9.75;-;-;<b>Colegiul Naţional Sfântul Sava</b><br/>Real/Liceal/Zi;<b>(101) Matematică-Informatică</b><br/>Limba română
B;B10734538;MUNICIPIUL BUCURESTI;Şcoala Gimnazială nr. 206;241;7.65;7.17;9.59;8.25;6.10;-;-;<b>Liceul Teoretic Benjamin Franklin</b><br/>Umanist/Liceal/Zi;<b>(262) Filologie</b><br/>Limba română
B;B10700399;MUNICIPIUL BUCURESTI;Colegiul Naţional de Informatică Tudor Vianu;111;9.84;9.80;10.00;9.60;10.00;-;-;<b>Colegiul Naţional de Informatică Tudor Vianu</b><br/>Real/Liceal/Zi;<b>(115) Matematică-Informatică</b><br/>Limba română
